name,ratings,date,helpful,comment,developer_comment
HJ lee,1,2020-10-20,31,대체 라인 알림왜이래요? 몇시간씩 늦게 메시지 오는건 일상다반사고 메시지표시기능도 켜놨는데 계속 톡왔다는 블라인드 팝업만뜨고;; 진짜 불편해서 못쓰겠네,
이종원,5,2020-10-19,0,조아요,
[L O V E 옌등],3,2020-10-19,0,라인은 변태들만에 어플,
진두연,5,2020-10-19,2,통역이 있어서 아주좋다,
무개념은멸종해라,5,2020-10-18,0,개끌,
정의찬,4,2020-10-18,1,다 좋은데 지문인식 기능 넣어 주세요,
조민우,5,2020-10-18,1,외국인과 연락이 편리합니다,
서재현,5,2020-10-18,0,친구랑 말할수있어서 좋은것같아요,
최진실,5,2020-10-18,3,아이가 원해서 깔아줬는데 좋아요,
Revana Reva,1,2020-10-18,0,좋지만 개선되어야합니다,
프리챤덕질,5,2020-10-17,0,영상,
나루나루,1,2020-10-17,0,한국도 옾챗 넣어주세요 韓国もオープンチャットお願いします,
강찬영,1,2020-10-17,12,메신저 알림이 지맘대로 왔다 안왔다하고 통화 품질이 오락가락합니다. 메신저앱의 기본은 해주셨으면 하는데 ㅎㅎ 이모티콘 구린거는 다 아실테니까 넘어갈게요.,
조순자,3,2020-10-17,0,기존 아이디를 찾고 싶은데 어찌 찾을수 있는지 알려주세요,
L im,1,2020-10-17,61,아니 왜 자꾸 퇴화하시냐고요 처음 쓰는 사람한테는 이게 라인이구나 하고 익숙해지겠지만 기존 유저들은 업데이트 할 때마다 이상한 것만 추가되고 잘 쓰던 기능들이 이상하게 바뀌니까 진짜 라인 쓰기 싫어지잖아요 갑자기 게시글 터치는 왜 안 되나요; 앱 알림은 왜 잘 안 울리는 거구요 알림 늦어지고 이런 거나 해결하세요 이상한 거 추가하고 뜬금없는 기능 삭제하지 말고,
송유선,1,2020-10-15,1,앱 설치 하는데 너무 오래 걸려요.ㅠㅠ,
혜민씌,1,2020-10-14,1,여러분 여기 라인에 변태새끼 많아요,
이재환,1,2020-10-14,0,아니~비번을 몰라서 다시 설정할려니까 왜 타이핑 오류가 나냐?? 이거 일부러 재가입 못하게 할려는거냐??,
ki별이톨이아빠,5,2020-10-13,1,"카톡보단 훨좋음,그냥 느낌이좋음",
연아ᘻ,5,2020-10-13,1,😠😠😠😠😠😠😠😠😈😈😈😈👺👺👺👺👺👺👺👺👺👺👺👺👺☠️☠️☠️☠️🙈☠️,
쑤시리,1,2020-10-13,0,"인증도 안되 , 메시지도 안보내져 이러니까 사람들이 다른앱 쓰지 쓰레기같은 앱",
boni joe,1,2020-10-11,10,왜 연락이 바로바로 안오고 앱을 실행해야 오는겁니까?? 바로바로 대답해줘야하는 상황이나 대답을 받아야하는 상황에 라인이 무슨 어떤 장벽에 막힌듯 안오는 이 상황이 너무 답답합니다. 몇날며칠을 묵묵히 기다려봐도 시정이 안되네요? 조치는 하고 계신 겁니까??,
어겐109,4,2020-10-11,1,번역 기능이 좋아요 그런데 쉽게 했으면 좋겠네요,
사스키뼌깡쇠,2,2020-10-11,0,라인 탈퇴가 왜안져 에러자꾸뜨는데,
유용숙,5,2020-10-11,2,너무 좋아용!! 친구랑 대화도 쉽고 제작자 님 감샤해용,
mu k,2,2020-10-11,0,LINEが、壊れちゃって、今アップデートしてみてるんですけど何時間やっても出来てなくて。これどうにかやってくれたら嬉しいんですよ。LINEに入ろうとしても、入れるっちゃ入れるけど、画面が真っ白になって使いにくくなってるんです。LINE自体は、好きですけど……なおしてください！,
ぶちょーはじめ,5,2020-10-11,1,뭐만하면 당일정지맥이는 카톡 안씁니다 라인으로 갈아탑니다;;,
신즐가현TV,3,2020-10-10,0,너무 좋은데 변들이 많어서 싫네요 변인지 아닌지 확인부탁해요,
이수진,5,2020-10-10,1,좋아여,
Van Vy,5,2020-10-09,1,ល្អណាស់,
hyuk 2,1,2020-10-09,16,알림없고 메신저 내용도 안들올때 있고 알림뜨면 읽고나서도 않없어지고 두번확인해야 상태창에서 살라지는데 언제 개선할래? 일좀해라 쓸대없는 기능 그만 달고 기본에 충실해라,
정해윤,1,2020-10-09,1,다운이 안되요ㅜㅜ,
윤상훈,5,2020-10-09,1,안녕하세요,
Player TV,2,2020-10-09,27,휴대폰 초기화 되고나서 접속이 안되네요... 잘 사용했는데 실망입니다. 휴대폰 인증만 5번정도 했는데 비밀번호 수정 매일 안오네요. 에이~,
김성수,5,2020-10-09,1,굿,
CG뷔,1,2020-10-09,2,며칠 전부터 인증기능을 일시적으로 사용할 수 없다 뜨네요ㅠ 제발 좀 고쳐주세요,
박희진,1,2020-10-09,0,오랜만에 재설치 했는데 비밀번호를 찾을 방법이 없네요.. 사용하는 모든 이메일을 다 넣어도 메일이 오지 않고 스팸메일함에도 없고요.. 주말에 써야하는데 당황스럽네요,
RT,4,2020-10-09,0,알림이 잘 안와요. 외국인이랑 해서그런가요? 요것만 해결되면 좋을거같아요.,
강규택,1,2020-10-09,9,"업데이트도 제대로 안돼,알람도 안돼,이모티콘도 외국에 비해 지원도 안해,전화음질도 떨어져 외국인과 업무때문에 하는 것이 아니면 진심으로 사용하고싶지 않아요",
진아,3,2020-10-08,0,가끔씩 사진이 안 보내져요..,
제로투,5,2020-10-08,0,"공통점이 카카오톡처럼 멤버들과 채팅이 가능하고, 친구추가(?)가 가능하다는것..그것말고는 뭐가 있드라??",
박광선,4,2020-10-08,0,음 음 응 으 ㅇ,
강건웅,1,2020-10-08,1,최신버전인데 왜 qr코드 인식을 못하냐 ㅡㅡ,
최진엽,5,2020-10-08,0,음성메세지에도 답장을 할수있도록 해주세요,
매직,5,2020-10-07,76,친구들과 채팅할수 있어 아주좋고 괜찮습니다 또 업데이트가 되서 프로필의 여러기능들이 추가 되서 좋은데ㅔ 카카오톡 오픈채팅같이 모르는사람들과 채팅할 수있는 부분이 없어 아쉽습니다 모르는사람들과 채팅할 수있으면 더 좋을 것 같아요,
네이버에 야 놀 초 팅 쳐보세요 변녀많음,5,2020-10-07,0,"잘쓰고있었는데 메세지 알림 안옴...패턴도 없고 어떨땐 오고 그러다 이상해서 들어가야 그제야 알림뜸.. 삼성폰이라 그런가하기엔 같은 설정에 카톡은 잘만되고..다른 삼성폰유저는 또 괜찮다하는데.. 삼성갤럭시20인데 머가 부딪치는건지.. 앱 문제인지 폰 문제인지 모르겠는데 밑에 다른 사람 리뷰 보니까 앱 문제같음.잘사용하고있다가... 다른폰으로 기변을하여, 새로설치했으나, 비번을 잃어버려서 이메일로 임시비번을 받을려고했는데 메일이 안옵니다. 사용하고싶은데...답답하네요ㅜㅜ 고객센터 연락처도없고요ㅜㅜ 도와주세요~~~",
최혜정,1,2020-10-07,0,맨날 업뎃이야...,
김형윤,1,2020-10-07,1,라인 id찾기 몇번 잘못하면 바로 일시적으로 검색 막아버리는거 개 역겨움,
패트릭스타,1,2020-10-07,3,알림 안와요ㅡㅡ 한참 기다리다가 안와서 들어가보면 그제서야 알림이 옴ㅋㅋㅋ 요즘같은 시대에 알림 제때 오게 하는게 그렇게 힘들어요? 카톡이 백만배는 나음,
월호 [범],1,2020-10-07,0,아니.. 저장 공간 부족 하다고 해서 앱을 삭제 했는데 왜 오류가 발생했다고 하면서 안 깔리죠? 이점 고.쳐.주.시.면.감.사.하.겠.습.니.다.^^,
김세엽,5,2020-10-07,1,좋아요,
Cold ness,1,2020-10-07,0,알림제대로안뜸,
Stella Kim,2,2020-10-07,0,"라인은 엘지폰 최적화 없다는데 정말인가요? 아니 어쩜 이렇게 오류 투성이인가요? 메시지 안 가고 안 들어오고, 앱 먹통에 알람 없고.......라인은 오직 아이폰입니까?",
Rookie park,1,2020-10-06,0,알림늦어 비추입니다 관리 안하나봐요,
Youngjun Kim,1,2020-10-06,0,전화진동이 되질않아요,
안효미,5,2020-10-06,0,전화번호 인증이안되요 ㅜ 인증기능을 사용할수없다고 뜨는데 ㅠㅠ 어떻게하나요 ㅠㅠ,
mimishr,5,2020-10-06,1,너무좋아요.,
아정은??,5,2020-10-06,3,라인 전화 이용시 스마트워치(밴드) 알림이 전혀 되지 않아요. 기능개선이 필요합니다.,
이정인,5,2020-10-06,8,댓글 좀 잘 보게 해주세요 글을 눌러도 댓글창이 안떠서 짜증,
지오제이시,5,2020-10-05,3,너무 편리하고 좋아요,
이지혜,1,2020-10-05,0,인증번호가 안와요ㅠㅠ어떻게 된건지 설명좀요,
태권도52온수타쿼태권도52온수타쿼,1,2020-10-05,0,태권로,
안지수,5,2020-10-05,1,공자로 전화통화가 돼서 너무 좋아요~~~~~,
Qkrcofla 297,1,2020-10-04,21,"저도 밑에 분과 똑같이 알림이 안오고 들어오질 않습니다,,, 데이터를 사용하고있어도 알림이 뜨질 않습니다 직접 앱을 들어가야만 메세지가 들어오고 뜹니다,,,, 오류좀 수정해주세요ㅠㅠ",
matika lueakkhaing,2,2020-10-04,0,มันแย่มากก,
Chanhee Lee,1,2020-10-04,9,메세지 내용 미리 보기가 제대로 작동안함. 어쩔땐 미리보기 뜨고 어쩔땐 안뜨고 알림이 지 멋대로임 메신저앱이 기본적인 기능에서 문제임,
[자로] 슬기로운 보험생활,4,2020-10-04,0,필리핀에서는 라인앱을 설치 할 수 없나요? 필리핀 친구가 검색하면 안나온다고... ????,
김택배,1,2020-10-04,3,딴건다좋은데요 지금 인증기능을 일시적으로 사용할수없다 잠시후이용해주세요가뜨는데 2일째접속못하고있습니다 빨리처리부탁드려요,
김미정,5,2020-10-04,1,아주 좋았어요~~,
김현주,1,2020-10-03,1,메세지 전송이 잘되다 갑자기 안됨,
김민서,4,2020-10-03,1,앱 자체는 너무 좋은데 변태들이 너무 많습니다 ㅠ,
Thai Jin,4,2020-10-02,1,여러모로 유영하게 사용하고 있습니다.,
이수현,1,2020-10-02,4,이메일 등록하려는데 알파벳 하나 치면 10개 이상씩 쳐지고 지우면 또 쳐지고 또 지우면 또 쳐지고 무슨 앱이 업뎃 할 때마다 퇴화돼요ㅋㅋㅋ 이러고 돈받는 거 양심에 안 찔리나봐,
이원준,1,2020-10-02,1,휴대폰 바꾸면서 이전폰 초기화하니까 계정 이동이 안되네요,
임덕만,5,2020-10-01,1,굿,
SIHYUN PARK,5,2020-10-01,1,깔끔함,
Nova Gazer,1,2020-10-01,0,어떻게 업데이트 할수록 쓰레기가 되어가냐 사용하는 모든 사람이 알림 문제로 짜증을 낸다,
장순희,5,2020-10-01,182,"너무 사용잘하고있습니다~^^ ㅈ ㅜ ㅁ은 매월 사용료도 내야하고, 초보들은 접속하기 복잡한데, 그런데 라인은 무료라서 부담없이 잘 사용하고있으며, ㅈ보다 연결도 잘되고, 도중에 끊김없이 끝까지 잘되고있습니다 강추합니다👍 수고하세요~^^",
남정하,1,2020-10-01,0,라인 폰바까서 로그인 할려고 하는데 일시적으로 인증을 할수 없다고 하는데.어떻게 하죠??,
크로미,1,2020-09-30,0,비밀번호 이메일로 보냈다면서요?? 왜 안와요?? 뭐하자는겁니까 진짜ㅡㅡ 이러니 안쓰지,
윤서아,1,2020-09-29,1,똑같은 번호였는데 부계 탈퇴할라고 탈퇴했는데 본계까지 없어짐 이거보면 해결좀 해주세요,
진보라,1,2020-09-29,1,라인을 지웠다가 다시 깔아보니 핸드폰 인증을 할 수가 없어요 어떻게 해야하는지 방법 좀 알려주세요,
새벽빛,1,2020-09-29,7,메세지온거 확인했는데도 알림표시 안없어지는 현상 꽤 됐는데 고치질않네요 알림표시 눌러봐야 아무것도 없고요. 그리고 평가 보긴하나요?,
주현일,3,2020-09-29,4,알람 늦어요 개선해주세요.. 한참후에 알람 옵니다. 한국 유저들 신경 좀 써주세여.,
Ellenitcha,4,2020-09-29,0,แอพดีมากค่ะ,
으니,5,2020-09-28,0,정말죠아용 카톡처럼 지문있었으면 좋겠어용!!!,
GG E,1,2020-09-28,0,메시지를 일시적으로 사용하지 못한다는 멘트를 없애주세요,
안희,1,2020-09-28,306,전에는 전화올 때 진동이 있었는데 지금은 진동도 소리도 안되서 못받는 경우가 많은데 왜그런거에요? 나만 그런게 아니고 상대방도 그러길 지금 몇주째!!왜죠? 뭐때문인가요?,
임종현,5,2020-09-28,3,제가 라인을 오랜만에 써서 비번까먹었는데 이메일을 모르겠습니다,
u E,1,2020-09-28,2,게시글 보는 방법이 왜 이렇게 불편해졌나요? 게시글 누르면 댓글이 안 보여서 일일이 그 사람 프로필 들어가서 게시글의 댓글 눌러야 되고 너무 불편해요. 게시글 다시 게시글 본문만 눌러도 댓글 보이게 해 주세요; 업데이트가 아니라 다운데이트네요 진짜.,
브라운B,1,2020-09-28,61,알림 밀리고 설정 무시당합니다. 메시지 보이기 해도 자동 블라인드 처리되어 알림뜨고 기어에 새 메시지 있다고 알림떠서 보면 안 떠있어요. 새로 말 입력해야 그제서야 나옵니다 아마 네이버에서 나온 앱들이랑 충돌하는거 같은데 테스트 좀 하세요 ㅇㅇ,
Warrior,1,2020-09-28,0,번호 인증은 왜 안되는건데...,
서초김오빠,1,2020-09-28,3,인증기능을 할 수 없다고 몇달째 이러는데 해결 좀 해주소. 메일 보내도 답도 없고 직무유기,
훼다,1,2020-09-28,1,업데이트 이후로 가끔 알람도 안울리고 메세지도 늦게 뜸,
김성준,1,2020-09-27,45,블루투스 이어폰 쓰면서 영상통화 하다보면 갑자기 연결이 끊기고 이때 다시 연결할 방법이 없다. 이외에도 버그가 많다. 카톡한테 밀리고 그냥 막나가는 건지 제대로 뭘 하려는 건지 모르겠다,
김병준,5,2020-09-27,0,굿,
카드뮴,1,2020-09-26,0,에전에 가입하고 비번을 잊어버려서 다시 로그인 하려고 내가 아는 모든 비번과 이메일을 써봤으나 안되네.. 최소한 가입시 내가 등록한 메일 주소라도 알려줘야 하는거 아닌가? 정말 어이없네.. 안하고 말지 퉷,
황주원,3,2020-09-26,0,사람들이 라인 하냐고 물어봐서 한번만 다운받았는데 아는사람이 3명이 해서 깜짝놀라서 삭제했다 이거 안 좋은걸수도 있으니까 삭제 했다,
금사빠,3,2020-09-26,0,그냥 해,
장진명,1,2020-09-25,0,일시적으로 인증을 못한다는데 무슨 뜻이죠?,
김진주,5,2020-09-25,0,좋은거 같아요,
문서윤,4,2020-09-24,0,괜찮더라구요ㅎㅎ근데가끔 작은오류가있네요,
야생너굴,1,2020-09-24,0,쓸데없는 업데이트만 많아요ㅡㅡ,
이마린,1,2020-09-24,1,일본은 라인쓰는데 한국은왜 카카오씀?,
이희연,1,2020-09-24,7,"타임라인 기능 이전버전으로 돌려주세요, 업뎃 이후 보기가 너무 불편해져서 라인할 맛이 안 나네요. 빠른 복구 요구합니다",
정은경,5,2020-09-24,0,잘사용합니다,
Jin Ho Kim,5,2020-09-24,0,매우 훌륭합니다.,
세린황,1,2020-09-24,0,업데이트 다운로드 너무 느린건가요 아니면 다른문제인건지,
이원재李圓載天太平,5,2020-09-24,0,감사드립니다.,
가연,5,2020-09-23,14,제 친구가 전화번호가 없는데 이걸알고나서 같이 메세지도 하고 넘 재미있어요 렉도 은근 있지만 그만큼 좋습니다 핸드폰에 따라서 렉이 많이걸려요!!,
널처음처럼,5,2020-09-23,1,게임이 재미있어요. 가끔 렉이 걸려서 그렇죠!,
JIN WEN WANG,4,2020-09-23,0,좋아요,
박병운,5,2020-09-23,0,쵝오,
하유빈,4,2020-09-23,7,너무 재밌고 좋아요ㅠㅠ 다양한 이모티콘이 무료ㅠㅠ😍 ! 제가 몰라서 그런 걸 수도 있는데 L코인을 무조건 돈으로 사야 합니다!🤔 또 추천 친구를 찾는 기능을 설치해 주셨으면 감사하겠습니다!😘 다른거 빼곤 다! 괜찮고 좋습니다! 라인 짱!👍,
이가은,1,2020-09-22,0,왜 갑자기 타임라인 게시글 누르면 코멘트랑 느낌 다 안 보이죠? 왜 이렇게 불편하게 만들어놨어요? 당장 고쳐주세요 당장요,
M,5,2020-09-22,6,엄청!!좋아요!테블릿이여서 문자를 못했는데 언니가 추천해줘서 했더니 넘 조아요!!!❤❤💖🤩추천합니당,
이윤주,1,2020-09-22,0,계속통화가끈켜요,
ᄋᄋ,1,2020-09-22,56,"친구 추가 기능, 타임라인 글 클릭 기능 좀 복구해주세요. 다른 앱들은 업그레이드가 되는데 왜 라인은 퇴화가 되는 건가요.... 사용하기 너무 불편해요. 위 기능들 좀 복구해주세요.",
순진,1,2020-09-21,0,"가입이 안된데요,.. 어떠카죠?",
예삐,1,2020-09-21,0,타임라인 업뎃 전에는 그냥 터치해서 들어갔는데 이젠 말풍선 모양 눌러야 뜨고 타임라인 글 자체를 눌러서 들어가지지 않아요 상당이 불편합니다 고쳐 주시면 감사하겠어요,
이정민,1,2020-09-21,0,로그인 할려는데 자꾸 일시적으로 인증이 안된다고 뜨네요 빨리 좀 해결해주세요ㅠㅠ,
꿀떡을꿀떡,2,2020-09-21,21,타임라인 글 클릭 안 되고 친구 추가 기능은 언제 넣어주실 건가요 하라는 것만 해 주시면 안 될까요 왜 자꾸 쓸모없는 것들만 늘리시는 지 잘 모르겠어요 올해 초의 라인이 제일 좋았던 것 같네요,
서상호,1,2020-09-21,5,계속 인증기능을 사용할수 없다는데...문제가?? 앱을 삭제하고 깔아도 그러네요,
최익현,5,2020-09-20,1,좋음,
Choungyoul Kim,5,2020-09-20,1,좋아요,
정유아,1,2020-09-20,5,예전처럼 타임라인 들어가서 글 보고 댓글보고 하는게 훨씬 편해요. 갑자기 더보기 누르고 댓글을 따로 달아야하는게 너무 불편하네요.,
탈기킴,1,2020-09-20,12,갑자기 뭔 오륩니까 ;; 라인 이상해져서 지웠다 다시 까니깐 인증기능을 일시적으로 사용 못한다 이러네요 빨리좀 고쳐주세요 ;,
핑i핑,2,2020-09-20,0,이건 좀 아니잖아요... 왜 업뎃 할수록 기능이 더 불편해지는 거죠? 탐라 게시글 댓글보기 너무 불편해져서 번거롭습니다;; 특히 누가 공유한 게시글에 들어가 보려 하면 프로필을 눌러서 게시글의 댓글을 열어봐야 하는데 누가 그런 번거로움을 감소하려 합니까?,
곰팅이유니헬,1,2020-09-20,0,알림이 하나도 안뜨거느 알림오는게 못해도 다음날 옵니다,
임현준,1,2020-09-20,0,알림이3분뒤에 오거나 아예 안오네요 ㅎ,
빈_손,1,2020-09-20,4,첨에는 괜찮다가 친추거는 것도 안 되고 이제 탐라 글 터치가 안 돼서 못 쓰겠네요,
빵,1,2020-09-19,0,타임라인 글 안 눌리는 건 오버 아님? 진짜 업뎃 할 때마다 맘에 드는 게 없음,
6k2inn이재영,1,2020-09-19,16,아니 라인에서 잠깐 차단한 친구를 차단 해제할려디가 실수로 삭제를 눌려버렸는데 이거 번호 저장해서 다시 라인에 추가할려고 하는데 왜 추가되지 않죠?,
박재강,1,2020-09-19,0,설치와 움직리는데 겁나 느림 베라 쓰는데 와 이리 느림,
최복순,5,2020-09-19,0,좋타,
yes Fine,1,2020-09-19,13,업데이트... 한 뒤로 게시글을 누르면 게시글이랑 덧글 창이 나와야하는데 100만번을 눌러봐도 게시글로 안 들어가집니다... ㅜㅠㅠㅠ 너무 불편해요 제발...,
주민정,1,2020-09-18,0,안녕하세요. 몇년 전 몇달 간 한 남성분 에게 온라인 성폭력을 받은 한 학생입니다. 저희 언니도요. 그 것으로 인하여 라인을 보면 손이 떨립니다. 그런 분들은 제발 계정을 삭제 해주시면 안될까요.,
gin ryeol,1,2020-09-18,0,대세는 카톡이야,
김민주,1,2020-09-18,3,타임라인 글에 안 들어가져요,
분홍색의여우_,1,2020-09-18,0,변태들이너무많아요 괄리좀..;;,
하덕현,1,2020-09-18,0,비밀번호 재설정해도 계속 틀렸다고.....나옵니다.,
함용수,1,2020-09-18,1,이것도맵이라고만드신건가여인증이안됀다고나하고버벅거리고아무리깔으려해도안깔리고인증이안돼는건먼지,
N T,1,2020-09-16,66,라인 타임라인 사용 안 되는 거 확인하셨는지 모르겠네요. 쓸데없는 기능 추가 마시고 기본에나 좀 충실해 주시길 부탁드립니다.,
허니,5,2020-09-16,0,남친이랑 만날수도 있으니까 좋았어요,
송은서,5,2020-09-16,0,여러사람들 친해질수 있어요,
Lee태현,1,2020-09-16,0,여윽시 일본놈들 ㅋㅋ 배끼기 장인! 근데 라인 일본거 아님?,
카드값줘체리,1,2020-09-16,1,당장.타임라인.원래대로.보게.되돌려놔.사용하기.진짜.힘드니까. 다운그레이드 버젼내놔,
주용쓰의하루,1,2020-09-16,0,인증기능뭐임 라인 엉망이네,
함설현,5,2020-09-16,0,라인앱좋기좋네요 단만아쉽운점있이네요 라인가입할땐폰번호로가입해야할점이아쉽네요 옛전에라인가입할땐페이스북으로가입할수있어는데지금은폰번호로가입을해야할점에서아쉽운네요옛전에라인가입할땐페이스북으로가입할수있도로변경해주세요,
박지영,1,2020-09-15,183,오류가 너무 많아요ㅠㅠ 메신저가 가끔 늦게 오는 게 가장 큰 문제입니다. 상대방이 보낸 시간에 바로 문자가 오는 게 아니고 시간이 조금 지나서 옵니다. 네트워크 환경도 안정적인 곳에서 그러네요.. 또한 어플을 직접 열어서 메시지를 확인하는 경우에 갤럭시 상단 알림바에 알림이 안 지워집니다.. 문의를 남겨도 답변은 계속 어플 문제가 아니라고 하니 답답한 노릇이에요.. 다른 리뷰 보니까 비슷한 문제가 많은 것 같은데 왜 안 바뀌죠..,
하윤,1,2020-09-15,0,그냥 성범죄자 천국임 ㅋㅋㅋ,
김유리,5,2020-09-15,0,라인안돼요,
갸오오오,2,2020-09-15,3,갑자기 타임라인 글도 안 눌리고 댓글도 싹 사라졌어요... 해결해 주시면 안 될까요ㅠㅠ,
유주,1,2020-09-15,0,잘 쓰고있었는데 갑자기 보낸 메세지가 다안보이고 알림 끌려고 했는데 알림도 안 꺼집니다 이거좀 빨리 고쳐주세요,
JW,1,2020-09-15,2,비밀번호 잊었을 경우... 전화번호로 인증하고 메일로 인증번호 받으려고하면 메일이 안와있네요 어찌해야할지...,
고메님Gome,3,2020-09-15,1,번역기 업데이트 안하냐? 말을 알아들을수가 없자나 이모티콘만 처팔아먹지말고,
김기헌,4,2020-09-15,0,"ㆍधैङरीज वर#~,5",
경혜진,2,2020-09-15,6,절전모드 안해놔도 메세지알림이 안떠요. 뭐가 왔을까싶어 어플 열어봐야 그때 알람이 뜨는데 가족들이랑은 이걸로 메세지 보내는데 항상 늦게 보게되네요. 이것 좀 해결해주세요.,
이재숙,1,2020-09-14,0,⛔ 이 앱 은 쓰 레 기 입 니 다 그 냥 카 톡 쓰 세 요 ⛔,
산화질소 체험자 NOV,5,2020-09-14,0,좋아요,
シ彡,1,2020-09-13,0,? 아까 썼던 제 리뷰를 갑자기 왜 삭제하시죠? 저는 피드백도 못 하나요?,
Tony Son,5,2020-09-13,0,Great quality so far,
Jusang Moon,1,2020-09-13,5,"알림안옴, 다른기기 연동시 렉걸림 (아이패드프로), 알림이 와서 앱 열면 문자가 안와있음 한심하다 네이버",
헐,1,2020-09-13,0,페이스 플레이 안돼,
김연호,1,2020-09-13,97,"어이가없네..엊그제부터잘되다가 갑자기알람도안뜨고 진동도 소리도암것도안되고 그래가지고 지웟다가 다시깔았는데 ""인증기능을 일시적으로사용 할수없습니다. 잠시후다시 시도해주세요.,이것만뜨네 관리자님 빨리처리해주세요..",
hs k,1,2020-09-13,116,비번 잊으셨다면 로그인 방법 없단 답변들음. 새로 계정 만들려고 했더니 일시적으로 사용 못한다는 메세지만 3일째. 이멜로 본인인증하고 비번 다시 받게 하는 것을 아예 안 해줌. 라인 속 지인들이 내가 일부러 연락 끊은 줄 오해할까봐 찝찝함.,
안태홍,5,2020-09-12,0,인증이 기능 안되요 고쳐주세요 1초 내로,
피곤한늑대,3,2020-09-12,1,로그아웃 기능이 있으면 더좋을꺼같음,
리버음악,1,2020-09-12,1,"알림.잘안울리고, .나중에앱드가면 그때울림..전에괜찮았는데..왜이러시는지!",
행복한 큐브교실,1,2020-09-11,0,무슨라인에 변태밖에 없어!,
애기야가자,1,2020-09-11,1,이거 ㄹㅇ 답도없어 한번 탈퇴하면 못 하게 하네;,
코코다코,3,2020-09-11,0,그럴저럭인데....변태들이 너무많아요..; 중요부위 찍어보내달라는등 여지분들도 심지어 아예벗고 찍어서 올린분들도 계시네요; 너무 좀...; 이거 너무한거아닙니까..? 라인..예전이랑 너무달라졌네요...,
J. M,1,2020-09-11,0,페이스북 계정 연결 안됌,
김우츠,1,2020-09-10,2,비번 찾기 메일을 아무리 보내도 메일이 안와요...,
bc s,5,2020-09-10,1,유용함,
hooon castle,1,2020-09-10,0,비번 잊어버려서 멜로 받으려하는데 왜 안오냐,
Bongsoo Kim,3,2020-09-10,0,pc버전 로그인이 되다 안되다합니다,
이은주,5,2020-09-10,1,좋아,
김나영,2,2020-09-10,11,알람이 안 울려요; 답장이 왜 안 오지하고 앱 열면 이미 와있어요. 갤럭신데 그 전폰도 그랬고 새 폰도 그러네요.,
bf백구,3,2020-09-10,2,다른 앱들은 지문 보안 기능이 거이 필수로 들어가 있는데 왜 여긴 여전히 없는 거죠....,
지수,5,2020-09-10,0,네 재밌어요,
김용신,5,2020-09-10,1,도움이됩니다,
ᄋᄋᄉ,1,2020-09-10,4,로그인을 못하는 메신저 어플은 무슨 의미로 만드신거에요?? 비밀번호 찾으려고 해도 메일이 안와요 라인 꼭 써야 하는데 빨리 수정해주세요,
최지우,1,2020-09-09,0,이상 저도 크게 나옴.,
더러운물심심한물,3,2020-09-09,0,좋아요,
김종호,4,2020-09-08,0,걍 임티 많아서 좋은 정도....?,
륜다욤,3,2020-09-08,0,이메일로도가입하게해주세요,
박재현,1,2020-09-08,0,친구 아이디를 검색하려고 해도 검색이 안되네요 뭐가 문제인가요?,
하봉근,1,2020-09-08,0,김은숙,
ku rumo,5,2020-09-07,0,라인 스퀘어는 어떻게 사용하나요?,
유빈,3,2020-09-07,0,괜찮은거같네요,
Google 사용자,3,2020-09-07,1,그닥..좋진 않음,
ogjaya옥자야,2,2020-09-07,0,뭐야 에러,
최영화,5,2020-09-07,0,오랜만에 라인열어봅니다,
홍성준,3,2020-09-06,0,오픈 채팅을 못 하겠어요 나만 안보이나??,
뫄뫄,1,2020-09-06,0,새메시지와도 알람이 안울립니다. 설정다 되있는데...심각,
김혁민,1,2020-09-06,0,메세지 전송 저만 안되고 있는 건가요?,
성연우,1,2020-09-06,1,진짜 살다살다 메신저앱이 업데이트하라고 개지발광하네요 뭐 한시간마다 업데이트하래 이 언럭키 카톡아 너는 그냥 카톡 서버오류났을때 쓰는거야 왜케 나대,
॒,3,2020-09-06,2,메이저 메신저앱이 맞나 싶을 정도로 버그가 엄청 많네요.,
H Kim,1,2020-09-05,2,계속 전화번호 인증할때 오류떠요 3달째 그러는데 해결해주세요,
주유소입니다,5,2020-09-05,7,"엄청 좋습니다. 친구들과 소통은 물론, 다양한 이모티콘도 있답니당 ><.. 테마두 있공 엄청엄청 강추",
Captain S.C.BlueWater - #Ship,1,2020-09-05,0,욕하고싶음########,
국보오니,1,2020-09-05,0,라인이 안되네요 어떡해안되나요?,
헛뚜,4,2020-09-05,0,카톡보다 좋은 점도.. 편리한 부분이 있어 병행하고 있습니다. 근데 최근에 이상하게 검색이 잘 되지 않습니다. 항상 최신버전은 유지하고 있습니다만 분명히 있는 단어임에도 불구하구요.. 오래전부터 사용하고 있어 대화방 데이터가 너무 커져서 한계?가 있어 그런건가요?,
어쩔,3,2020-09-04,0,하 제발 녹음 기능 좀 넣어주세요 ㅠㅠㅠㅠ,
김민경,3,2020-09-04,0,이것의 경험자는 아니다만 다른 나라사람과 소통이나전환등 할수있습니까?,
권영기,5,2020-09-04,1,잘쓰겠습니다.,
하다윤,1,2020-09-04,2,알림이 안 떠요,
걀달,5,2020-09-04,1,괜찮아요,
정현우,1,2020-09-04,9,홈화면 어플에 숫자표시가 안떠요,
Google 사용자,3,2020-09-04,1,good,
