name,comment
나,아니 태그 왜 없앤 거예요? 보통 사용하는 사람들 다 태그 이용하는데 다시 돌려 주세요 ;;
나,한 개도 솔직히 아까워요ㅋㅋㅋㅋㅋㅋ 태그는 왜 없애고 친추 기능은 왜 없애버렸는지 진지하게 묻고싶을 정도 하지 말라고 이용자들 떠나게 하려는 건가요?
나,"해시태그 검색 왜 안 되는 거쥬? 친구추가 버튼 없어진 것도 짜증,,, 라인 하기 싫어짐,,, 걍 라인 이용하지 말라고 자꾸 없애는 것 같음"
나,라인 태그는 왜 없애신 거죠 안 좋은 부분만 느네요
나,업데이트 그냥 하지 마세요 어쩜 할 때마다 이상해지는지 그냥 업뎃 안 하는게 나을 것 같네요
나,"별로에요. 일단 쓰는사람이 없고, 너무 카톡 표절한것 같아요 기술도 별로 없어요"
나,가입을 하려고 하면 인증번호를 일시적으로 받을 수 없다고 하는데 이게 어떻게 된거죠?
나,계속 2달째 깔았다 지워도 로그인이 안된다고 하네요 ......일시적인 뭐라뭐라 뜨면서 안되요...
나,계속이미있는 이메일이라고 대화복구가안되요 진짜인거...
나,인증번호 보냈습니다 이러는데 안와요 고처주세요!
나,아 왜 인증이 않된다구만뜨조 도대체 어쩌라는건지 좀 ...
나,저 라인 인증기능을 일시적으로 사용할 수 없습니다 라는 알림창이 뜨면서 로그인 할때 인증이 안돼요ㅠㅠ 어떻게 해결하나요??
나,아니 전화번호로 로그인하면 일시적으로 사용할수없다고 뜸...
나,휴대폰 재부팅하면 앱이 먹통이냐? 별 하나 주기도 아깝네
나,한달넘게안되는게 일시적인건가요??일시적인증이안된다는게 왜한달넘게안되나요??로그인도안되고 가입도안됩니다
나,친구 목록이 닫혀서 켜지는 쓰래기 매신저가 어딨습니까
나,설치가 안되농
나,너무 좋습니다. 근데 지우고 나서 잘 안 깔리네요ㅠ 좀 어떻게 해주셨으면 좋겠습니다. 잘 안 깔리네요.
나,담당자 없냐
나,몇칠 동안 메세지를 보냈는데..메세지가 가질 않는다구 나오고 다시 보내면 화살표만 나오고 있는데..무슨 이런 경우가 다 있나 모르겟어요
나,욕 밖에 안 나오네 진짜 너무 화가나네요 무슨 로그인을 하려는데 인증번호가 메일로 오질 않아서 비밀번호를 생각나는대로 입력했더니 많이해서 더이상 하지마^^이 난리떨면서 잠겨버리네요 로그인이 진짜 더럽고 치사해서 안 씁니다. 꼭 확인해야할게 있어서 계정을 써야하는데 비밀번호가 다 안 맞대서 바꾸려니 메일로 인증 번호가 오지도 않고. 아주 지 맘대롭니다 앱이 망할 진짜 이딴 페기물 쓰레기를 5억명이 다운했다니 본사에 토하고 싶네요.
나,메세지 보낸거나 본 메세지 확인되지 않는데 왜 그런건가요~~?
나,"몇일간 계속 로그인 시도시 ""인증기능을 일시적으로 사용할수없습니다"" 라고 나옴 전혀 사용할수 없음 매우 불편함"
나,아니 자고 일어났ㄴ느데도 설치가 안돼있냐꺄ㅑㅑㅑㅑㅑㅑㅑㅑㅑㅑ악ㄱㄱㄱㄱ
나,라인 지금 몇일째 인증이 안된다는데 좀 해결좀 해봐라 읽씹좀하지말고
나,왜 이리 시끄러운 것이냐
나,공창에서 벙어리됌 다른사람들 대화는 보이는대 모죠?
나,안깔리네요
나,"설치는 해도 쓰는사람이 없어요. 뭔가 예쁘다거나 펀한게 있는것도 아니고,통화연결해봤는데 음질도 질이낮아서 안써요. 스카이프음질 수준으로 높이지 않으면,한국에선 딱히 라인 쓸이유가 없어요."
나,아니 왜 로그인이안되나요 지금은 일시적인 인증이 안된다고만하네요 제발 고쳐주세요
나,다운이 잘안돼고 참..그렇고 전화거는데 안받아지네요. .
나,알람좀 제발 ㅡㅡ
나,라인너무업데이트만하네용
나,데이터 동기화중 66프로에서 멈춤 걍 깔지 말라는거?
나,메시지 알람이 안오거나 늦게와요 미치겠음 보낸지 3시간만에 왔어요. 어떤건 5분 걸리고.. 걸리는 시간은 랜덤인거같은데 잘쓰고있었는데 최악이네요ㅜㅜ
나,대화백업이 안됨
나,로그아웃 하는데 로그아웃도 안보이고 이게 뭐에요? 그리고 상대방이 대화가 안보인다고 하는데 왜 안보인다는거 간요?
나,쓰렉
나,아니왜 인증이 안되요 로그인도안되고
나,업데이트 하고 나서부터 메세지 도착 알람 안오는 문제발생. 메세지 왔다는 알람이 안온다고!!!!! 하루종일 창 들여다볼수도 없고. 알람이 안오는 메신저는 무슨소용이 있나. 안고쳐지면 라인접고 카톡만 할겁니다.
나,비번이 계속 오류가 난다고 합니다
나,비밀번호 찾기 메일 발송도 안되고 영 시원 찮음 오랜만에 하려고 했더니 비밀번호 몰라서 비밀번호 찾으려고 메일 발송 시켰더니 메일은 오지도 않음 최악임
나,메세지 보냈는데 읽기 왜 안뜨나요?
나,라인의 번역기능이 되지않습니다
나,인증기능을 일시적으로 사용할 수 없습니다 잠시만 기다려주세요 라고하길래 지금 몇시간째 기다리고 다시해봐도 안되네요😡
나,알림 똑바로처리안하냐
나,자주 먹통됨. 개선필요.
나,하아 읽음이라고 뜨지도 안고 뭐가 어떻게 되는거? 답도 안하고 메세지로 하면 말하고 이건 그쪽이 잘 못해서 겠죠?
나,아니 제가 친구한태 라인을 보냈는데 그친구한태는 저의 답이 안보인데요
나,기기변경후에 선물받은 스티커 다 사라졌어요!! 복구시켜주세요
나,다운 받을라 했는데 다운 자체가 안됌
나,Q9으로 폰을 바꾸고부터 알람이 랜덤이네요 울리다 말다..답을 기다리는 상황에 다른일하다보면 톡은 와있는데 알림표시가 없는 경우가 너무많네요
나,업데이트 후 상대방이 제 목소리가 들리지않는다고 합니다. 혹시몰라서 음성녹음도 해봤는데 되지않아요
나,메시지 알람 기능 개선이 정말 시급함 업뎃할수록 기존 기능들이 퇴화되고 있다는 것을 느낌
나,안 깔리네요 🙁
나,업데이트 후 영통에서 소리가 넘 작게 들리고 전달됩니다.
나,메세지 전송이 갑자기 안되요
나,자꾸 알림이 안떠요 ㅜ ㅜ 메세지를 못받는건지 ㅜ 한참 뒤에 톡 와있고 하네요 ㅜ 어케해야해요?
나,영상통화가안되요
나,얼마전부터 음성통화시 소리를 다 줄여도 엄청 커요.. 제일작게 설정하고 귀에서 떼고 들어도 옆사람한테 다 들릴정도예요
나,"제 친구 동생이 저랑 그 친구랑 같이 라인을 하고싶어서,가입을 하려고했는데 분명설치전 구글스토어에서는 만 3세 이상이라더니 왜 가입하려니깐 만 14세 이상만 들어가지나요?(참고로 그친구 동생 올해 초등4학년입니다.)이것좀 고쳐주세요.차라리 이 구글스토어에서 14세 이상만 할수있다고 먼저 써노으시던지요."
나,친구 추가 계속 오류 뜨는데 왜 그런건가요?
나,그냥 혼자 읽음이 안떠서 삭제했다 다시로그인 하면 로그인도안되고 인증도안되고 그냥 답이 없는앱이네요
나,よくない
나,상대가 메시지가 안보인대요 빨리 고쳐주세여
나,라인 이멜제데로 쳤는데 우편함에 아무것도 안뜨고 비번이라도 맞는데 비번도 없는거라 그러네요....제 계정..
나,문자가 계속 과거로부터 오는데요... 알람도 제멋데로고.. 이제 알람은 거이 안 울리고요.... 저만 그런가요?
나,라인 재다운로드 하면 왜 로그인 인증이 안되는건가요?
나,업데이트 이후 톡도 친추도 안되네요 ㅡㅡ
나,업데이트전에는 영상통화시 스피커폰으로 상대방 목소리가 크게 들렸는데 업데이트이후부터 상대방 목소리가 스피커가 아닌 통화할때의 귀를 스피커에 대야 들리기때문에 이어폰이 필요합니다. 또 50번중 1번은 스피커폰으로 목소리가 크게 들리기도 하네요 빠른 수정 업데이트 바랍니다
나,업데이트 후 영상 통화 및 통화시 상대방이 소리가 않들린다고 하는데 개선 방안이 없나요?
나,일본으로 유학와서 일본 전화번호로 변경하려 하는데 왜 안되나요? 010만 인식하는 듯 한데 빨리 고쳐주세요
나,업데이트 이후로 안 읽은 대화도 없는데 알림배지에 숫자가 남아있어요. 지워지지도 않고 숫자가 줄어들지도 않아요. 도대체 뭐에 대한 알림인지 모르겠네요.
나,얼마전에 라인 업데이트하고나서부터 통화시 소리가 너무 커져서 이어폰으로 통화못할정도입니다... 갤S10 사용중입니다
나,로그인 인증 에러 수정부탁드려요
나,해외에서사용하던폰이었는데한국에들어와서백업했더니로그인을못하게되었어요로그인할때아이디로도할수있게끔해주세요왜꼭번호를받아야하나요페북이랑연동되어있는데 왜인증번호를 라인으로 받게되어있나요 로그인하려고 페북으로 들어갔는데 인증번호를 라인으로보내면 어찌들어가나요. 계정이사라졌어요 살릴방법좀 알려주세요 앨범이고 친구고 다 사라졌어요ㅜㅜ
나,업데이트 할수록 기능이 빠지는앱. 전세계 사람들이랑 대화할수있는 라인스퀘어 기능도 사라짐
나,영상통화시 상대방화면이 안나와요
나,"그그... 휴대폰 바꾸며 라인이 날라갔는데요, 비밀번호를 바꾸고 똑같이 그 비밀번호를 쳐도 로그인이 안 돼요. 음... 이게 어떻게 된건진 몰라도, 4번을 비밀번호를 바꿔도 로그인이 안 되네요ㅠㅠ"
나,라인 통화는 되지도 않고 메시지 보내면 핸드폰 화면이 켜져야 이제야 도착한다든가... 상태심각. 이번 업데이트는 얼마나 조잡한지 친구화면에 왜 이모티콘 상품 페이지 같은 걸 심어놓는지 제발 좀......ㅠ
나,늦게까림 ㅅㄱ
나,메세지가 앱을 열어야 옵니다 알람 설정을 해놔도 소용 없고... 개선해 주세요
나,업데이트후 영상동화시 소리가 계속 작게들림
나,저기 저도 로그인이 안됩니다 인증에 실패했다고 뜨는데요 폰은 갤럭시 최신폰 쓰고 있는데 안되네요 도움 필요합니다
나,인증기능을일시적으로사용할수없습니다...
나,업그레이드 하고나서부터 왜 전화하는데 삐ㅃㅂ삐삠비 하고 칠판긁는소리가 들리죠.??
나,ㅇㄴ 문자가 안보여요 와파 잘되고 집인데 ..진짜 차라리 카톡이 나아요;
나,별로
나,꾸저
나,라인이 이상해서 지웠다가 다시 깔고 로그인을 하던 도중 인증 기능이 일시적으로 안된다며 다시 시도 해보래서 했더니 계속 안돼요 가입으로 해봐도 인증이 안됩니다
나,페북 로그인이 안됨
나,변태들이계속사진요구해요 친구와연락하는데..
나,업데이트 했는데 전화하며 계속 목소리가 끊기고 30초 이상 안 들리고 해요. 바뀐 라인 자체는 깔끔한데 전화가 계속 끊기니 답답해요ㅡㅡ 대체 업데이트를 왜 한 건지. 도대체 언제 수정해요? 빨리 업데이트 전 버전으로 만들어주세요ㅡㅡ 진짜 음성 전화 불편합니다 음질이랑 끊김현상은 어떻게 만들어서 온 건지 참나
나,알림을켰는데요 문자소리가 안들려요. 이것좀고쳐주세요.
나,아이디도 못만들고 이메일 등록도 안됨 다른건 다 되는데 인터넷 연결이 안된다고 나옴
나,글로벌 서비스 지원 안되는거임?
나,업그레이드 후 통화 음량이 안 좋음.
나,UI를 개선을 해야지 왜 개악을 하죠? 친구목록 접어놓고 지저분하게 다른 메뉴를 덕지덕지 붙여놨네요. 귀사엔 웹디자이너가 없나요?
나,아니 한때 라인을 잘쓰는 사람이었는데 지워야할일이 있어서 지우고 다시 깔았는데 인증번호가 안와요 이거좀 고쳐주세요!!!!!!!!
나,영상통화시 스피커폰이 되지않아서 설정에서 찾아보는데 도통 찾을수 없음~업데이트가 아니라 다운데이트를 한듯 스피커폰없으면 어떻게 영상통화를 하라고 하는지 ㅉㅉ
나,안깔려져요 중간에 멈춘후에 리뷰만 뜨는데.. 흠.. 어찌해야할까요? 학원땜에 깔아야 하는데..
나,아이디 검색으로 친구등록이 안되요 정상적으로 처리되지 않았습니다 다시 시도해 주세요 이딴거만 계속떠요
나,대화방에 배경 바꾸면 어둡고 음침하게 나와요ㅠㅠ
나,발정난 놈들이 노무많음
나,QR코드 인식률 매우 나쁨. 하루 종일 카메라 모니터에 대고 있어야 함.
나,업데이트를 쓰지말라고 한건지.. 영상통화 목소리가 들리지않네요 업데이트 부서가 카카오 직원인듯
나,라인톡이 읽음표시가 안떠서 계속 삭제했다 깔아도 인증기능이 일시적으로 안된다고 뜨는데 빨리좀 고쳐주세요
나,어플이 안 깔리는데 이유가 있나요?90퍼까지만 설치되고 실패합니다
나,오늘부터 갑자기 피씨버전및 모바일 라인이 일식적으로 로그인이 되지않는단 문구와 함께 로그인이 되질않네요 이거 어떻게 된건지요?
나,"잘 쓰고있었는데, 갑자기 메시지도 안보내지고 껐다켜도 않돼길래, 회원탈퇴하고 다시 로그인하려했습니다. 근데 자꾸 로그인이 않된다고하네요..;;"
나,라인 타임라인 글이 안 눌리는데 일부러 그렇게 업데이트하신 건가요? 오류인가요? 그리고 원래 있던 타임라인 친구추가 기능을 없앤 것도 불편해요. 너무너무 불편하고 쓰기 힘듭니다. 앱 평가를 보긴 하시나요??? 왜 점점 업데이트를 엉망으로 하시는지??
나,비밀번호를 잃어버려서 비밀번호찾기를하려는데 이메일만 되나요 ? 전화번호로 가입한 사람은 어쩌라능겁니까
나,회사에서만 사용하는 라인인데 이번 업뎃 이후 너무 불편합니다. 알람도 껏다 켰다 해야하는데 설정을 찾으려면 이곳 저곳 눌러봐야하고 QR코드 로그인도 자주 쓰는 항목인데 변경되는바람에 프로필을 한번 눌러야지만 로그인 할 수 있고..편의성은 하나도 따지지않고 업데이트가 된것 같아서 너무 아쉽네요
나,업데이트후 통화품질이 매우 안 좋아졌으며 스피커폰 사용시 가장 적은음량임애도 불구하고 듣는사람의 폰에서 말하는사람목소라가 그대로나오는등 통화나 메일을 위한 앱에서는 상상도할수없는 업데이트였습니다 라인관계자분들은 사용도안하고 검토도 안하고 업데이트를 진행하시는거같은디 그냥 다운그래이드시키던가 다시업데이트하시길바랍니다
나,오픈카톡처럼 하나만들어줘라
나,업데이트 이후부터 영상통화 할 때 본인 목소리가 작게 들리고 남의 목소리가 너무 크게 들리는 형상이 일어남...라인 한번 껐다가 켜도 똑같아서 영상통화할 때 너무 불편해요...
나,업데이트후 이상하고 오히려불편하구 버퍼링도 심함
나,거지같아짐
나,너무 정신 사나워요 이게 안드로이드만 이렇게 업데이트된 건지 모르겠는데요 목록 닫힘 값이 기본이라 서비스 스티커 창이 바로 보이는 게 진짜 쓸데없다고 생각해요 업데이트 전 디자인이 훨씬 나아요 업데이트 전까지 진짜 잘 쓰고 있었거든요 제 프로필이 위로 올라간 건 괜찮은데 홈에서 서비스 스티커 창 보이는 것 좀 어떻게 해 주셨으면 좋겠네요 목록도 열림이 기본으로 세팅되게 해 주세요 너무 불편해요
나,업뎃루로 예상됨 영상통화시 이어폰 작동안하고 폰에서 소리남 밖에서 사용햇다간 민폐끼칠듯
나,Pc 큐알코드 로그인이 어디로 갔나요?
나,타임라인 전처럼 누르면 내용 나오게 해주시길 바랍니다. 진짜 전 라인이 너무 좋았는데 갈수록 산으로 가네요. 그리고 업데이트 후로 통화 기능에서 저와 전화하는 분들이 제 목소리가 안 들린다고 합니다.
나,업댓하고나서 완전불편
나,아니 왜 지들 맘대로 친구목록을 닫음상태로 해놓고 난리야 업뎃 한번 그지같이하네
나,앱설정을 친구목록이랑 왜 합쳐놔요 더럽게 불편하네 이딴 아이디는 누가 내는거여 친구목록이 지져분해졌자나
나,통하품질 별로임 걍전버전으로 돌아가고픔
나,업데이트하고 친구목록이 이상함ㅎㅎ 몇년동안 잘 쓰고 있었는데 라이트로 갈아타야 되나 싶을 정도로 불편해짐;;
나,"업데이트 후 통화음질이 갑자기 이상해질때가 있음. 다른앱이 열렸던가 할때 스피커 통화가 갑자기 소리 작아짐. 그리도 첫 화면때 즐겨찾기,친구,그룹 등도 마음대로 닫혀버려서 친구를 찾을때 하나하나 다시 열어야하는게 굉장히 불편함."
나,"12월 9일 저녁 또는 12월 10일 새벽에 앱 업데이트를 했습니다. 그 이후부터 즐겨찾기 친구리스트, 전체 친구리스트, 그룹이 모두 '접힘' 상태로 표시됩니다. 폰도 재기동 해보고 답이 안나와서 고객센터 문의를 했더니 기본값이 그러하다는 답변을 받았습니다. 이전까지는 기본값 접힘상태로 표시됬어야할 친구목록이 저만 에러로 열린 상태로 표시된건가요? 매번 리인앱을 종료후 다시 열때마다 친구목록이 즐겨찾기가 기본값인 접힘 상태로 동작하는 것은 어떤 메신저앱에서도 찾아보기 힘든 기능입니다. 그게 기본값이라면 유저가 해당기능을 on/off할 수 있도록 해주셔야하는거 아닌가요?"
나,디자인 갑자기 왜 이렇게 바꿈?
나,갑자기 먹통
나,라인페이스 플레이 없어졌는데 어떻게하면 사용할수있죠?
나,몇 일 전부터 메세지 수신이 바로 안되고 블루투스 기능이 설정되어 있을 때는 벨소리나 영상통화 음성이 거의 안들리고 음량조절도 안됨. 몇 년을 사용했어도 한번도 문제가 없었는데 최근 업뎃 이후로 문제가 많이 생김
나,메세지가 온지 10분후에 떠요 고쳐주세요
나,알림이안와요 너무 답딥해요 매번 들어가서 왓는지 인왔는지 봐야하고 좀 별로에여
나,업데이트 이후 통화 음질상태가 이상해졌습니다
나,왜 회원가입을 하는데 인증 기능을 일시적으로 사용할 수 없습니다 라고 뜨죠?
나,사용하기 더 불편하게하셨네요 전에꺼가 쉽고 편해서 사용하기편했는데
나,일본이 만든거라 허르...답글을 안보나봐요...
나,업데이트후 음성통화시 이전보다 상대방이 잘 안들린다고 합니다 이어폰으로 통화할 때 더욱 작게 들린다고 하네요!
나,앱 지웠다가 다시 깔았는데. 일시적 오류로 인증이 안됨. 메일로 문의했더니 무슨 운영사항을 위반했다고??? 이것들 한국에선 메신저 키울생각이 없어보임ㅋㅋ
나,오픈챗기능도 없네. 그것도 한국에서만? 국민호구취급기업이네
나,읽은건 표시가 없어져야하는데 어제부터인가 읽음표시가 안없어지네요.갑자기 왜그런가요?고객센터도 따로없고 문의할때가 없네요.
나,일시적 인증정지? 그거 뭔가여 안가길래 지웠다 깔았더니 며칠째 할수가 없네요 빠른 답변 해주세요
나,아니 라인 백업 필수 아니네; 다른 폰으로 로그인 했다가 대화 다 사라졌네; 어이없네
나,일시적으로 인증을 할 수 없다는 왜 이러는 겁니까 빨리 해결 좀 해주세요....
나,1점 주기도 아깝네요 로그인 할려고 하니깐 오류땜에 안된다고 다른 계정으로 하라고 해서 하니깐 그거마저 안되고 알람도 안울리고 이 개같은 앱 쓰지마세요 사용자들의 피드백도 보지도 않고 ㅉㅉ
나,페이스 플레이 (Face play) 없어졌나요? 왜 없죠? 제발 다시 Face play 돌려주세요
나,라인 맛탱이 갔음
나,일시적 기능 어쩌고 이러는데 먼 3주째 이난리냐 이럴거면 걍 섭종을해
나,비번잃어버려서 메일인증 받으래요.근데 메일을 수십통을 날렸는데도 오는게없어요ㅡㅡ
나,라인 상대한테 안보내져서 지웠다 깔았는데 일시적 오류라면서 전화번호 인증이 안돼는데 이러니까 카톡한테 밀리지; 빨리 고쳐주세요
나,제대로 설치가안되ㅋㅋ
나,일시적 기능 오류? 그거 하루 이틀 후에 하라면서 지금 몇달은 됐어요
나,"이젠 하다하다 참...게시글이 안들어가진다구여, 네????친추기능도 사라지고 알림도 제대로 안오고 뭐 싸우자는건가요ㅋㅋㅋㅋ업뎃을 하려면 세롭게 더 편하게 사용 할 수 있게 해줘야지 이건 뭔;;;별 빵개 주고싶은데 한개 이상 아니면 글이 안 써져서 한개라도 찍는겁니다, 제대로 일 하세요, 확 불 질러보리기전에."
나,요즘 라인이 문제가 많네요 상대에게 메세지 전송도 안되고 친구 등록도 안되고 삭제 했다 다시 깔았더니 인증도 안되고 이러한 불편한 문제들을 어떻게 해야 할까요?
나,실행이 안되는데요
나,QR코드에러 로그인 불가
나,이거 저가 오늘까지 더해서 이 앱 깐지 2일 됬거든요? 어제 영상통화로 게임 할 수 있었는데 오늘 보니깐 게임이 사라져 있어요 이거 혹시 무료체험이에요?
나,갑자기 어플이 느려요. 친구가 분명 12시 31분에 보낸 메시지가 제 때에 안 보이고 2시에 보이는 일이 종종 있는데 왜 업데이트나 수정을 안 하나요?
나,일시적 인증 제한도 어느정도가 있지 하루 지났는데도 계속 이러는거 솔직히 좀 아니라고 보네요. '일시적' 이러면서 이게 무슨 일시적인가요. 재가입이든 로그인이든 아무것도 안되는데..
나,메시지 알림음이 울리질 않음... 휴대폰 Oukitel wp7....사용중
나,카톡보다 나은점이 없는앱 왜 그저 원나잇상대랑 대화하기위한 어플로 전락했는지는 곰곰히 생각해보시길 뭐 이젠 그정도 용도쯤 으로도 못쓰겠지만
나,수원사는 25살 윤ㅇㅎ .. 이거보면 꼭연락주라 갑자기 라인을 하다가 왜 없어졌어ㅜ 싫어진거면 말이라도 해주라.. 차단한건 아닌것 같은데.. 보고싶다
나,... 오류가 많아서 삭제합니다 이거 설치할빠엔 카카오톡하세요
나,대화 불러오기 기능과 팝업기능 다시 해주실 생각 없나요??
나,하핫 전화번호가 없어도 폰이 있으면 이 라인으로 문자를 하죠~!
나,아니 공식계정 이용 동의하라면서 페이지로 강제이동되는데 동의버튼 안눌러지잖아 제발 오류좀 고쳐
나,요즘자주 메세지가 가지않는경우가많습니다
나,진짜 장난하나 인증 오류 왜 하루 넘게 안고치냐고 개발 한두 번 해보냐 적당히 해라 진짜
나,어이어이 친구 그만하락ㅎ?
나,기존계정이 전화기 교체후 로그인이 안됩니다. 타임라인을 비롯한 내정보는 어디서 찾죠? 로그인도 안되는데
나,핸드폰에 깔고 갤탭에 깔아서 같은 계정 사용할 수 없다는게 정말 아쉽네요 핸드폰에서 태블릿으로 이동이 빠를 것 같아 기대했는데 실망이에요..
나,문자왔을때 보낸사람 아이콘 바로밑 알림끄기가 있어 실수로 자꾸눌리게 됩니다. 위치를 바꿔주든지 없애는게 좋을것 같습니다
나,영어번역이 가끔씩 틀리네요!
나,설정 들어가면 알람기능이 다 되어져있눈데 전혀 울리지않고 불편합니다
나,"알림 기능 정상으로 되어있는데, 대화상대가 보낸 메시지가 알림이 안오다가 라인을 켜면 메시지가 도착해있고, 몇시간 전에 보낸 것임.. 가끔씩 이런 오류가 생기는데 개발자님이 알고있는지 궁금.."
나,페이지 열어보는데 왜이리 렉먹음? 인터넷 복사해서 열으니 렉 안 먹는다. 일 때문에 쓰지 진짜 퇴물이다.
나,아니 왜 갑자기 내 메세지가 상대방한테 안보이냐고 인증도 안되고ㅡㅡ 장난하는것도아니고 폰을 껐다가 켜도 안되고 라인을 삭제했다가 다시 깔아서 본인인증 받으려니까 이메일로그인이나 페북 로그인이나 번호나 일시적인 오류로 인증을 못했다 이 개소리를 하는데 진짜 왜그러는건가요?? 제발 좀...............
나,뭐죠? 인증기능 일시적으로 사용할 수 없다는게? 번호 바꾸고 라인 쓰려니까 갑자기 이러는데 찾아보니 영구정지라고 하는 의견들이 많던데 전에 사용하던 전화번호의 사용자가 오래 사용하지 않는경우에도 이런 경우가 있다고 하던데 정확한 답변을 좀 주시죠? 당황스럽네요 업무차 회사에서 사용해야 하는데 지금 몇달째 사용도 못하고 있어 불편이 많습니다. 피드백 바랍니다.
나,머세지가 와도 알림 안 됨.
나,외국에 라인주로 쓰는 사람이랑 연락해야하는데 알람안울려서 싸웠습니다 언제까지 개선할건지 답변주세요
나,라인이 갑자기 문자가 안보내져서 지웠다깔고 전번인증을 할려는데 일시적으로 인증받을 수 가 없다는데 몇일후에 인증이 가능하나요
나,거의 반년째 아이디 검색도 안된다. 그리고 재설치하니 인증이 안되서 못쓴다. 핵폐기물급 앱
나,별로...
나,페이스북으로 로그인이 안되네요
나,LINEが私の金を奪った。詐欺みたいな話ばっかり、、無料体験したのに課金されてお問い合わせしたら、googleアカウントが初回じゃないから課金されますと、、何度もお問い合わせしてその内容がどこに書いているのかと聞いても全く妥当な話はしてくれないし、返金不可しか言わない、、LINE SYSTEMに不備があるのにお客のせいにしてお金は戻ってこなかった。お金の問題じゃない。騙された気分がきえないのだ、、、
나,하... 가입하려하는데 계속 인증번호가되지않고 기존 이메일을 하라길레 했더니 안된다네요 어쩌라는건지... 깔지마세요
나,1. 라인 앱을 설치하였다. 2. 전화번호 로그인으로 번호인증하니까 전에 쓰던계정이 나왔다. 3. 비밀번호를 잊어버려서 찾기 누르니까 이메일에서 뭐 하래서 이메일주소를 입력했다. 4. 이메일이 안온다. 5. 가지고있는 이메일을 전부 입력해보면서 2 3 4를 5번 정도 반복했다. 6. 인터넷으로 고객센터같은걸 찾는데 없다. 결론 : 처리해주세요.
나,알람이 너무안뜨네요 이거 제발 좁 고쳐주세요
나,비밀번호 잃어버렸는데 다시받으려고 하는데 메일로 발송이 안되요
나,앱이 가끔 아예 안들어가지는데 개발자들 뭐하는지 모르겟음 쫌 버그 안나게해라
나,비번 까먹어서 메일 입력하는데 앞에 글자를 합쳐서 다시 써지고 x눌러도 그대로고 다시 깔아도 안되네요
나,전송도 안되고 알람도 안울리고 자동번역도 안됨
나,오늘 라인 왜이래요?
나,갑자기 메시지전송이안댐 수신발신 다안됨 피시도 갑자시 팅김 모바일로도안댐
나,갑자기 라인 로딩오래걸리고 답장이 안가요-_-
나,글 작성한게 안올라가요. 전송 안됨
나,섭종 한건가요?
나,서버터졌네
나,현재 메세지 발송 및 수신 안됩니다 ㅠㅠㅠ 빨리 고쳐주세요....
나,지금 메시지가 안보내집니다
나,에러 계속 뜨고.. 와이파이도 문제 없는데 문자도 안 보내질 때도 있네요..
나,메세지가 자꾸 안가져요
나,v50s thinQ 인데 왜 알람이 안뜨나요 10번중에 1번정도 밖에 안뜨네요 지멋데로 네요 카ㅌ이나 다른어플은 잘되는데 이건 왜 이런건가요?
나,핸드폰을 옮겼더니 계정이 삭제되었어요. 라인레인저스 하려고 만든 계정인데 초월진화 4개 있었는데 계정이 삭제되었어요. 빨리 고쳐주세요
나,안써서 틸퇴하려는데 계속 네트워 연결 안됬다고 뜹니다. 왜이러나요
나,하는 법을 몰라서 짜증나요!!!!!
나,우와.. 알림음 안되는게 내 잘못이 아니었구나... 이거 해결해 본다고 세시간을 주물렀는데... 젠장 오류라니... 진짜 너무하네
나,라인메시지가 늦게 도착합니다.. 패치좀 해주세요.. 삭제 후 다시 깔았습니다.
나,타임라인 게시글 클릭 안 되는 거 언제 고칠 거예요? 한 달 넘게 안 고치는 거 아시나요 이상한 기능 만들지 말고 오류나 좀 고쳐주세요 불편해요
나,아니.... 빨리 버그를 고치던가여 이거 왜이러져? 저번주 부터 메세지 자체가 안갑니다
나,인증이안되요 문자도안오고 전화인증도 안되요
나,아니;;이거 라인 소리 알람 울릴때 소리 바꾸는거 폰마다 달라요? 만약 1이라는 알림이 다른폰엔 있는데 나는 없고 이런식으로 좀 짜증나고 차별인가요?폰마다?
나,변역채팅 좀 하게 해주랑
나,????? 메세지 알림은 오는데 왜 안보이죠????????
나,"타사 메신저보다 오류가 많음. 최근들어 메세지 알림이 울렸는데 한동안 보이지않거나, 메세지가 왔는데도 불구하고 알림이 없어서 답변이 안되는 경우가 종종 있음. 일주일에 평균 3번정도는 메세지가 그런식으로 됨."
나,1점 주기도 싫은데 게시 할려면 눌러야 하니까 일부러 눌러서 답하는거임 요즘 라인 왜그렇죠?이상한ㅆㄲ들 많아요... 0점 라인 신고하고 싶어요
나,이앱진짜 최악이다 인증번호을 일시적으로 사용 할 수없다고 뜨는데 지금 1달동안 못들어가고 있네 일본친구랑 1달동안 연락두절되서 어쩌라는거죠? 아니 앱을 이따구로 만들어
나,알림이 울리지 않는 오류가 계속되는데 전혀 고쳐지지 않네요. 재설치하면 정상으로 돌아오지만 이런 것도 한 두번이지...
나,해킹당한건지 사용이 안되서 백업하네요 ㅜㅜ
나,다운로드 오류도 있고 심지어 업데이트 할때마다 용량 때문에 업데이트 안 되는데 이거야 원 라인 하라는건지 말라는건지 제발 제대로 운영 합시다 잘 쓰고 있는데 이러면 정말 어플 쓰는 입장으로서 답답하고 화납니다
나,ㅂㅂ끕극ㅂㄱ
나,알림 올리지않아서 짜증나요
나,짜증 나네요 별 하나도 주기 싫네요
나,솔직히 별1개도 아까움
